created_at,id,likes_count,mentions,replies_count,retweets_count,user_id
2020-07-10 06:13:47,1281471663226281991,2, thepracticaldev,0,0,1267835781382467585
2020-07-10 06:13:47,1281471663226281991,2, hackernoon,0,0,1267835781382467585
2020-07-10 06:13:47,1281471663226281991,2, kaggle,0,0,1267835781382467585
2020-07-10 06:13:47,1281471663226281991,2, indiehackers,0,0,1267835781382467585
2020-07-10 06:13:47,1281471663226281991,2, codenewbies,0,0,1267835781382467585
2020-07-10 02:37:08,1281417139757490176,0,didicodes,0,0,1162342691532890112
2020-07-10 02:37:08,1281417139757490176,0, iambolajiayo,0,0,1162342691532890112
2020-07-10 02:37:08,1281417139757490176,0, hashnode,0,0,1162342691532890112
2020-07-10 01:15:16,1281396538959433728,2,edvicercourses,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, womenwhocode,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, hashnode,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, freecodecamp,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, stackoverflow,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, hackernews,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, thepracticaldev,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, hackernoon,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, kaggle,0,0,2398551432
2020-07-10 01:15:16,1281396538959433728,2, indiehackers,0,0,2398551432
2020-07-10 01:07:41,1281394630357970944,0,hashnode,0,0,2862488458
2020-07-10 00:36:03,1281386668260495360,0,iamgreatgrant,0,0,2147714328
2020-07-10 00:36:03,1281386668260495360,0, hashnode,0,0,2147714328
2020-07-09 22:56:11,1281361535819026434,0,hashnode,0,0,1261033809388154892
2020-07-09 21:33:44,1281340787381469185,19,code_quinn,0,5,1196166471753310208
2020-07-09 21:33:44,1281340787381469185,19, hashnode,0,5,1196166471753310208
