created_at,emojis,id,likes_count,replies_count,retweets_count,user_id
2020-08-17 10:00:00,✍,1295299331361312769,14,0,6,1030435025135779840
2020-08-17 09:47:39,🙏,1295296222979395585,1,0,0,1263874738729910274
2020-08-17 09:09:29,😁,1295286619034071042,1,0,0,1265984834037571584
2020-08-17 09:03:00,😎,1295284987055415296,1,1,0,1241983442209738753
2020-08-17 09:00:38,🏻,1295284390474457088,2,1,0,1240923669339213824
2020-08-17 09:00:38,💪,1295284390474457088,2,1,0,1240923669339213824
2020-08-17 08:53:59,😊,1295282717828022272,1,1,0,1265984834037571584
2020-08-17 06:35:19,🌎,1295247822036426752,0,0,0,170782656
2020-08-17 06:35:19,⚡,1295247822036426752,0,0,0,170782656
2020-08-17 06:35:19,⚙,1295247822036426752,0,0,0,170782656
2020-08-17 06:35:19,🎉,1295247822036426752,0,0,0,170782656
2020-08-17 05:36:41,🙌,1295233065707425792,1,0,0,2241116620
2020-08-17 03:41:53,😊,1295204175282749442,1,0,0,995273483113320448
2020-08-17 03:35:07,😃,1295202469673226240,1,1,0,1277620258753245184
2020-08-17 03:35:07,💥,1295202469673226240,1,1,0,1277620258753245184
2020-08-17 00:11:17,🏾,1295151173364834304,0,0,0,1099242782630313984
2020-08-17 00:11:17,🙏,1295151173364834304,0,0,0,1099242782630313984
2020-08-17 00:08:54,😊,1295150573440897031,1,1,1,763755919
2020-08-17 00:08:54,🙏,1295150573440897031,1,1,1,763755919
2020-08-16 21:27:55,🌚,1295110061937827849,0,0,0,324608779
2020-08-16 21:10:06,🌎,1295105578327564289,1,1,0,324608779
2020-08-16 21:10:06,⚡,1295105578327564289,1,1,0,324608779
2020-08-16 21:10:06,⚙,1295105578327564289,1,1,0,324608779
2020-08-16 21:10:06,🎉,1295105578327564289,1,1,0,324608779
2020-08-16 20:36:21,✌,1295097086434656256,1,1,0,1225450664655867904
2020-08-16 20:29:19,🤠,1295095317260460032,14,0,14,815455232192811013
2020-08-16 20:29:19,🥳,1295095317260460032,14,0,14,815455232192811013
2020-08-16 20:29:19,🤩,1295095317260460032,14,0,14,815455232192811013
2020-08-16 20:07:09,👋,1295089738819547137,22,0,30,926017846550908928
2020-08-16 19:56:43,😊,1295087110534332428,0,0,0,1036720584011534336
2020-08-16 19:04:45,✌,1295074034351083522,2,0,1,1225450664655867904
2020-08-16 18:33:21,🙏,1295066131062038528,0,1,0,1036720584011534336
2020-08-16 18:31:34,👍,1295065682573266945,3,1,0,2737395948
2020-08-16 18:26:47,💜,1295064480552869889,8,1,2,995273483113320448
2020-08-16 18:15:07,🙌,1295061542740742144,1,0,0,92261165
2020-08-16 18:10:15,😉,1295060317332844544,5,2,1,92261165
2020-08-16 17:44:31,👋,1295053842631942144,1,0,0,815455232192811013
2020-08-16 17:22:06,💛,1295048201574051840,2,0,0,1177056539892473856
2020-08-16 17:03:01,🙌,1295043398928199681,1,1,0,92261165
2020-08-16 16:59:50,😀,1295042596188823554,6,0,0,92261165
2020-08-16 16:51:40,🤔,1295040540074029057,0,0,0,405522080
2020-08-16 16:24:47,❤,1295033776200978432,0,0,0,210157897
2020-08-16 16:10:50,🙀,1295030264813453312,12,0,5,1015727234
2020-08-16 16:10:50,😱,1295030264813453312,12,0,5,1015727234
2020-08-16 16:10:50,📝,1295030264813453312,12,0,5,1015727234
2020-08-16 13:57:28,🤩,1294996703368503297,1,0,0,1259069382354845696
2020-08-16 12:56:35,😊,1294981380913475584,2,0,0,763755919
2020-08-16 12:56:35,🙏,1294981380913475584,2,0,0,763755919
2020-08-16 12:48:31,👍,1294979352367529984,1,0,0,92261165
2020-08-16 12:42:06,🌎,1294977734725140480,0,0,0,1352355080
2020-08-16 12:42:06,⚡,1294977734725140480,0,0,0,1352355080
2020-08-16 12:42:06,⚙,1294977734725140480,0,0,0,1352355080
2020-08-16 12:42:06,🎉,1294977734725140480,0,0,0,1352355080
2020-08-16 12:29:37,😃,1294974593522786304,5,0,0,92261165
2020-08-16 12:23:01,😃,1294972933345959936,3,1,0,1143955635391754240
2020-08-16 12:21:22,🏽,1294972520295051264,0,0,0,1352355080
2020-08-16 12:21:22,✌,1294972520295051264,0,0,0,1352355080
2020-08-16 12:08:29,🔥,1294969275388583936,1,0,0,22951943
2020-08-16 11:26:29,🙌,1294958708582223872,4,1,0,173057927
2020-08-16 11:19:31,🏻,1294956955186987008,61,2,42,1256168306073047041
2020-08-16 11:19:31,👏,1294956955186987008,61,2,42,1256168306073047041
2020-08-16 11:17:37,👏,1294956473634697216,0,0,0,816307282631950340
2020-08-16 11:10:17,😅,1294954631668346880,0,0,0,884126266634514432
2020-08-16 11:10:10,😊,1294954601486131200,0,0,0,884126266634514432
2020-08-16 10:45:30,👍,1294948391445823488,1,0,0,3161727787
2020-08-16 10:45:30,🏽,1294948391445823488,1,0,0,3161727787
2020-08-16 10:43:51,🙃,1294947975794438144,1,2,0,1114325475030175745
2020-08-16 10:01:54,🌎,1294937420463570951,1,0,0,1217739479840104450
2020-08-16 10:01:54,⚡,1294937420463570951,1,0,0,1217739479840104450
2020-08-16 10:01:54,👇,1294937420463570951,1,0,0,1217739479840104450
2020-08-16 10:01:54,⚙,1294937420463570951,1,0,0,1217739479840104450
2020-08-16 10:01:54,🎉,1294937420463570951,1,0,0,1217739479840104450
2020-08-16 07:31:33,🌎,1294899582485307392,3,0,4,4766123302
2020-08-16 07:31:33,⚡,1294899582485307392,3,0,4,4766123302
2020-08-16 07:31:33,⚙,1294899582485307392,3,0,4,4766123302
2020-08-16 07:31:33,🎉,1294899582485307392,3,0,4,4766123302
2020-08-16 06:46:01,😊,1294888123592212481,1,0,0,949648999736373248
2020-08-16 06:45:31,🙌,1294887999285661696,1,1,0,1058744590658887680
2020-08-16 06:40:38,☺,1294886768936996872,1,1,0,1238188688271704065
2020-08-15 23:58:02,🎯,1294785451459584005,4,1,3,1099242782630313984
2020-08-15 20:00:14,😋,1294725608333860865,1,0,0,760161372554588160
2020-08-15 19:33:25,😋,1294718860906684417,3,0,0,760161372554588160
2020-08-15 18:03:39,🎉,1294696268233609219,1,0,0,1256168306073047041
2020-08-15 17:55:12,😊,1294694142564601858,0,0,0,949648999736373248
2020-08-15 17:46:44,🥰,1294692010805395462,9,1,4,949648999736373248
2020-08-15 17:15:48,🌎,1294684228710432769,1,0,0,1077504646099488768
2020-08-15 17:15:48,⚡,1294684228710432769,1,0,0,1077504646099488768
2020-08-15 17:15:48,⚙,1294684228710432769,1,0,0,1077504646099488768
2020-08-15 17:15:48,🎉,1294684228710432769,1,0,0,1077504646099488768
2020-08-15 17:11:07,👇,1294683048315965441,2,0,0,1240923669339213824
2020-08-15 15:42:05,🥰,1294660642989891584,0,0,0,949648999736373248
2020-08-15 15:31:52,💙,1294658069972938752,1,0,0,1264429284187238400
2020-08-15 15:17:57,👍,1294654569402847234,1,1,0,879026778118823936
2020-08-15 15:17:57,🏾,1294654569402847234,1,1,0,879026778118823936
2020-08-15 15:16:38,🏻,1294654239856238594,1,0,0,842038263879720960
2020-08-15 15:16:38,🙇,1294654239856238594,1,0,0,842038263879720960
2020-08-15 15:08:56,😁,1294652299059421186,6,1,3,1264429284187238400
2020-08-15 14:21:28,🌎,1294640354860380161,0,0,0,1049916939689168899
2020-08-15 14:21:28,⚡,1294640354860380161,0,0,0,1049916939689168899
2020-08-15 14:21:28,⚙,1294640354860380161,0,0,0,1049916939689168899
2020-08-15 14:21:28,🎉,1294640354860380161,0,0,0,1049916939689168899
2020-08-15 14:14:28,❤,1294638591721775106,1,0,0,1243466116426395648
2020-08-15 13:19:19,🌎,1294624712455335944,0,0,1,1286354845604220928
2020-08-15 13:19:19,⚡,1294624712455335944,0,0,1,1286354845604220928
2020-08-15 13:19:19,⚙,1294624712455335944,0,0,1,1286354845604220928
2020-08-15 13:19:19,🎉,1294624712455335944,0,0,1,1286354845604220928
2020-08-15 12:21:54,❤,1294610264906772480,27,3,21,949648999736373248
2020-08-15 12:18:07,♥,1294609310933278720,2,0,0,3268996105
2020-08-15 10:34:05,🌎,1294583133589901313,1,0,1,1280128983129108480
2020-08-15 10:34:05,⚡,1294583133589901313,1,0,1,1280128983129108480
2020-08-15 10:34:05,⚙,1294583133589901313,1,0,1,1280128983129108480
2020-08-15 10:34:05,🎉,1294583133589901313,1,0,1,1280128983129108480
2020-08-15 10:08:21,😍,1294576657274109952,0,0,0,887600911270412288
2020-08-15 10:07:22,🌎,1294576409181147136,1,0,0,1080699728734638085
2020-08-15 10:07:22,⚡,1294576409181147136,1,0,0,1080699728734638085
2020-08-15 10:07:22,⚙,1294576409181147136,1,0,0,1080699728734638085
2020-08-15 10:07:22,🎉,1294576409181147136,1,0,0,1080699728734638085
2020-08-15 09:44:27,🙏,1294570643258847232,0,0,0,1081921682409967616
2020-08-15 09:00:28,🥳,1294559571718135808,0,0,0,3978396838
2020-08-12 21:24:19,🙈,1293659604946169858,92,1,21,1052968271102795776
2020-08-15 08:49:32,💡,1294556819294171137,3,0,0,1238041315906109440
2020-08-15 08:49:11,🙏,1294556732254040064,13,0,24,1263874738729910274
2020-08-15 08:40:29,❤,1294554545146667010,0,0,0,1131212203699294209
2020-08-15 08:31:54,🤗,1294552382945341440,1,0,0,938721321004994560
2020-08-15 08:21:08,😅,1294549672598659072,3,0,1,1227952411655974912
2020-08-15 08:14:49,😉,1294548084052185091,2,1,0,1227952411655974912
2020-08-15 07:57:14,👏,1294543660093145088,1,1,0,1215032704309301248
2020-08-15 07:42:24,😁,1294539924356636672,19,1,7,1081921682409967616
2020-08-15 07:24:58,👇,1294535538616045568,3,0,0,1241983442209738753
2020-08-15 07:15:35,👉,1294533176866611201,1,1,0,938721321004994560
2020-08-15 07:15:35,🎉,1294533176866611201,1,1,0,938721321004994560
2020-08-15 07:11:56,🙌,1294532257730957312,1,1,0,988752816931049473
2020-08-15 06:09:58,🌎,1294516665720492032,0,1,0,729596645961310208
2020-08-15 06:09:58,⚡,1294516665720492032,0,1,0,729596645961310208
2020-08-15 06:09:58,⚙,1294516665720492032,0,1,0,729596645961310208
2020-08-15 06:09:58,🎉,1294516665720492032,0,1,0,729596645961310208
2020-08-15 05:42:48,🥳,1294509829906718721,0,0,0,3978396838
2020-08-15 04:18:52,😃,1294488704078082048,1,0,0,1277620258753245184
2020-08-15 02:30:53,🍻,1294461531896180736,2,1,0,1409934920
2020-08-15 01:20:30,😍,1294443820151693312,0,0,0,1270601422594289665
2020-08-15 01:11:38,📢,1294441585275535361,29,1,15,763755919
2020-08-14 23:55:44,🚀,1294422487342747648,87,2,14,816307282631950340
2020-08-14 22:57:09,😉,1294407741902131201,0,1,0,869224325831938048
2020-08-14 22:40:15,😁,1294403488257114120,31,1,1,926017846550908928
2020-08-14 22:36:24,👋,1294402522594123776,5,0,8,926017846550908928
2020-08-14 22:36:24,😁,1294402522594123776,5,0,8,926017846550908928
2020-08-14 22:36:24,🔥,1294402522594123776,5,0,8,926017846550908928
2020-08-14 22:20:20,😅,1294398479503110144,11,0,2,2236881573
2020-08-14 21:53:23,🤯,1294391696684449798,18,0,3,1058744590658887680
2020-08-14 21:42:19,🚀,1294388908965408771,1,0,0,1257554393462976512
2020-08-14 21:42:19,🙌,1294388908965408771,1,0,0,1257554393462976512
2020-08-14 21:21:49,🙂,1294383750848151552,0,0,0,49758798
2020-08-14 21:20:00,🚀,1294383294159749120,1,1,0,1028713506659610637
2020-08-14 20:27:48,🙏,1294370157876465669,2,0,0,1263874738729910274
2020-08-14 19:40:29,🏽,1294358248376668160,1,0,0,860707444489674752
2020-08-14 19:40:29,🙏,1294358248376668160,1,0,0,860707444489674752
2020-08-14 19:40:29,💛,1294358248376668160,1,0,0,860707444489674752
2020-08-14 19:23:11,🏽,1294353894399778816,3,1,1,3161727787
2020-08-14 19:23:11,💻,1294353894399778816,3,1,1,3161727787
2020-08-14 19:23:11,👨,1294353894399778816,3,1,1,3161727787
2020-08-14 19:11:54,🙌,1294351057615650816,1,0,0,1241983442209738753
2020-08-14 19:11:54,😎,1294351057615650816,1,0,0,1241983442209738753
